25.13,45.18,Boteni,Arges,AG,1975,Sud_-_Muntenia
25.21,45.19,Cetateni,Arges,AG,1619,Sud_-_Muntenia
25.17,45.35,Dragoslavele,Arges,AG,2480,Sud_-_Muntenia
25.17,45.39,Rucar,Arges,AG,6356,Sud_-_Muntenia
25.19,45.23,Cotenesti,Arges,AG,1103,Sud_-_Muntenia
25.6,45.65,Brasov,Brasov,BV,323736,Centru
25.51,45.66,Ghimbav,Brasov,BV,5380,Centru
25.45,45.7,Codlea,Brasov,BV,24547,Centru
25.58,45.51,Predeal,Brasov,BV,5861,Centru
25.46,45.59,Rasnov,Brasov,BV,16384,Centru
25.22,46.04,Rupea,Brasov,BV,5098,Centru
25.15,46.08,Fiser,Brasov,BV,1228,Centru
25.7,45.62,Sacele,Brasov,BV,30226,Centru
25.32,45.56,Zarnesti,Brasov,BV,24926,Centru
25.39,45.55,Tohanu_Nou,Brasov,BV,1393,Centru
25.53,45.95,Apata,Brasov,BV,2745,Centru
25.64,45.76,Bod,Brasov,BV,2016,Centru
25.6,45.76,Colonia_Bod,Brasov,BV,2012,Centru
25.37,45.52,Bran,Brasov,BV,1637,Centru
25.4,45.53,Sohodol,Brasov,BV,1825,Centru
25.36,45.48,Simon,Brasov,BV,1312,Centru
25.81,45.67,Budila,Brasov,BV,3052,Centru
25.28,46.09,Cata,Brasov,BV,1119,Centru
25.23,45.91,Comana_de_Jos,Brasov,BV,1020,Centru
25.48,45.62,Cristian,Brasov,BV,3764,Centru
25.44,45.77,Dumbravita,Brasov,BV,3618,Centru
25.6,45.82,Feldioara,Brasov,BV,4908,Centru
25.55,45.76,Halchiu,Brasov,BV,2752,Centru
25.47,45.82,Crizbav,Brasov,BV,1373,Centru
25.51,45.77,Satu_Nou,Brasov,BV,1033,Centru
25.69,45.71,Harman,Brasov,BV,3749,Centru
25.31,45.99,Hoghiz,Brasov,BV,2409,Centru
25.28,45.94,Cuciulata,Brasov,BV,1230,Centru
25.28,46.04,Homorod,Brasov,BV,1452,Centru
25.54,45.9,Maierus,Brasov,BV,1534,Centru
25.34,45.5,Moieciu_de_Jos,Brasov,BV,2136,Centru
25.56,46,Ormenis,Brasov,BV,1825,Centru
25.55,46.05,Augustin,Brasov,BV,1207,Centru
25.31,45.6,Poiana_Marului,Brasov,BV,3587,Centru
25.24,45.69,Sinca_Noua,Brasov,BV,1466,Centru
25.78,45.72,Prejmer,Brasov,BV,4841,Centru
25.77,45.76,Lunca_Calnicului,Brasov,BV,3071,Centru
25.41,46.02,Racos,Brasov,BV,2590,Centru
25.14,45.83,Sercaia,Brasov,BV,1478,Centru
25.17,45.76,Sinca_Veche,Brasov,BV,1012,Centru
25.21,45.78,Persani,Brasov,BV,1104,Centru
25.64,45.71,Sanpetru,Brasov,BV,3309,Centru
25.76,45.64,Tarlungeni,Brasov,BV,3096,Centru
25.79,45.64,Purcareni,Brasov,BV,1484,Centru
25.78,45.64,Zizin,Brasov,BV,1950,Centru
25.86,45.7,Teliu,Brasov,BV,3485,Centru
25.27,45.98,Ungra,Brasov,BV,1257,Centru
25.99,45.64,Acris,Brasov,BV,1056,Centru
25.42,45.63,Vulcan,Brasov,BV,3224,Centru
25.39,45.66,Holbav,Brasov,BV,1506,Centru
25.79,45.86,Sfantu__Gheorghe,Covasna,CV,67220,Centru
25.6,46.08,Baraolt,Covasna,CV,6483,Centru
25.58,46.04,Capeni,Covasna,CV,1213,Centru
26.03,45.67,Intorsura_Buzaului,Covasna,CV,6513,Centru
26.02,45.69,Floroaia,Covasna,CV,1148,Centru
26.09,45.69,Barcani,Covasna,CV,2391,Centru
26.01,45.76,Valea_Mare,Covasna,CV,1132,Centru
26.07,45.65,Sita_Buzaului,Covasna,CV,3593,Centru
25.7,46.09,Batanii_Mari,Covasna,CV,1863,Centru
25.71,46.13,Herculian,Covasna,CV,1047,Centru
25.57,45.93,Belin,Covasna,CV,1482,Centru
25.61,45.93,Belin-Vale,Covasna,CV,1013,Centru
25.86,45.96,Bodoc,Covasna,CV,1332,Centru
26.01,45.82,Borosneu_Mare,Covasna,CV,1442,Centru
25.59,46.12,Doboseni,Covasna,CV,1409,Centru
25.62,46.14,Filia,Covasna,CV,1312,Centru
26.03,45.96,Cernat,Covasna,CV,3403,Centru
25.8,45.78,Chichis,Covasna,CV,1067,Centru
25.89,45.74,Dobarlau,Covasna,CV,1089,Centru
25.85,45.9,Ghidfalau,Covasna,CV,1113,Centru
25.59,45.84,Haghig,Covasna,CV,1622,Centru
25.84,46.05,Micfalau,Covasna,CV,1975,Centru
25.86,46.1,Bixad,Covasna,CV,1883,Centru
25.99,45.92,Dalnic,Covasna,CV,1045,Centru
25.85,45.8,Ozun,Covasna,CV,2714,Centru
25.92,45.84,Reci,Covasna,CV,1417,Centru
26.05,46.04,Turia,Covasna,CV,3675,Centru
25.78,45.92,Valea_Crisului,Covasna,CV,1538,Centru
25.78,45.9,Arcus,Covasna,CV,1248,Centru
25.65,45.81,Araci,Covasna,CV,1373,Centru
25.56,46.13,Varghis,Covasna,CV,1983,Centru
25.52,45.15,Bezdead,Dambovita,DB,3930,Sud_-_Muntenia
25.46,45.15,Buciumeni,Dambovita,DB,1853,Sud_-_Muntenia
25.45,45.16,Dealu_Mare,Dambovita,DB,1570,Sud_-_Muntenia
25.49,45.16,Valea_Leurzii,Dambovita,DB,1647,Sud_-_Muntenia
25.21,45.15,Malu_cu_Flori,Dambovita,DB,1038,Sud_-_Muntenia
25.44,45.21,Moroeni,Dambovita,DB,1718,Sud_-_Muntenia
25.45,45.24,Glod,Dambovita,DB,1276,Sud_-_Muntenia
25.44,45.2,Lunca,Dambovita,DB,1320,Sud_-_Muntenia
25.44,45.19,Pietrosita,Dambovita,DB,2443,Sud_-_Muntenia
25.41,45.19,Dealu_Frumos,Dambovita,DB,1041,Sud_-_Muntenia
25.28,45.19,Pucheni,Dambovita,DB,1631,Sud_-_Muntenia
25.39,45.18,Runcu,Dambovita,DB,1001,Sud_-_Muntenia
25.4,45.15,Badeni,Dambovita,DB,1080,Sud_-_Muntenia
25.18,45.17,Valeni-Dambovita,Dambovita,DB,2818,Sud_-_Muntenia
25.86,46.15,Baile_Tusnad,Harghita,HR,1941,Centru
25.56,45.45,Azuga,Prahova,PH,6487,Sud_-_Muntenia
25.68,45.17,Breaza_de_Jos,Prahova,PH,2297,Sud_-_Muntenia
25.66,45.2,Breaza_de_Sus,Prahova,PH,10903,Sud_-_Muntenia
25.69,45.15,Podu_Vadului,Prahova,PH,1329,Sud_-_Muntenia
25.63,45.18,Valea_Tarsei,Prahova,PH,1256,Sud_-_Muntenia
25.54,45.42,Busteni,Prahova,PH,9699,Sud_-_Muntenia
25.54,45.39,Poiana_Tapului,Prahova,PH,2787,Sud_-_Muntenia
25.64,45.24,Comarnic,Prahova,PH,4356,Sud_-_Muntenia
25.63,45.24,Ghiosesti,Prahova,PH,3484,Sud_-_Muntenia
25.66,45.25,Poiana,Prahova,PH,3750,Sud_-_Muntenia
25.62,45.29,Posada,Prahova,PH,1478,Sud_-_Muntenia
25.55,45.35,Sinaia,Prahova,PH,15465,Sud_-_Muntenia
25.94,45.24,Slanic,Prahova,PH,4127,Sud_-_Muntenia
25.95,45.25,Grosani,Prahova,PH,2183,Sud_-_Muntenia
25.95,45.2,Prajani,Prahova,PH,1344,Sud_-_Muntenia
26.04,45.19,Valenii_de_Munte,Prahova,PH,13689,Sud_-_Muntenia
26.03,45.15,Gura_Vitioarei,Prahova,PH,1978,Sud_-_Muntenia
26.02,45.18,Bughea_de_Jos,Prahova,PH,1021,Sud_-_Muntenia
26.07,45.16,Poiana_Copaceni,Prahova,PH,1015,Sud_-_Muntenia
25.6,45.2,Ocina_de_Sus,Prahova,PH,1268,Sud_-_Muntenia
25.89,45.2,Alunis,Prahova,PH,2874,Sud_-_Muntenia
25.9,45.2,Ostrovu,Prahova,PH,1065,Sud_-_Muntenia
25.87,45.23,Bertea,Prahova,PH,3316,Sud_-_Muntenia
25.77,45.18,Brebu_Manastirei,Prahova,PH,3517,Sud_-_Muntenia
25.77,45.17,Brebu_Megiesesc,Prahova,PH,2877,Sud_-_Muntenia
25.81,45.22,Pietriceaua,Prahova,PH,1395,Sud_-_Muntenia
26.04,45.36,Slon,Prahova,PH,2469,Sud_-_Muntenia
25.7,45.16,Cornu_de_Jos,Prahova,PH,3410,Sud_-_Muntenia
25.7,45.17,Cornu_de_Sus,Prahova,PH,1035,Sud_-_Muntenia
26.07,45.26,Drajna_de_Sus,Prahova,PH,1191,Sud_-_Muntenia
26.06,45.22,Drajna_de_Jos,Prahova,PH,2610,Sud_-_Muntenia
26.09,45.26,Ogretin,Prahova,PH,1002,Sud_-_Muntenia
26.01,45.28,Izvoarele,Prahova,PH,2506,Sud_-_Muntenia
26.02,45.27,Homoraciu,Prahova,PH,2031,Sud_-_Muntenia
25.95,45.28,Schiulesti,Prahova,PH,1294,Sud_-_Muntenia
25.99,45.31,Maneciu-Ungureni,Prahova,PH,2769,Sud_-_Muntenia
26.01,45.31,Gheaba,Prahova,PH,2928,Sud_-_Muntenia
26,45.29,Maneciu-Pamanteni,Prahova,PH,3984,Sud_-_Muntenia
25.68,45.27,Secaria,Prahova,PH,1461,Sud_-_Muntenia
25.72,45.21,Sotrile,Prahova,PH,1194,Sud_-_Muntenia
25.9,45.24,Scurtesti,Prahova,PH,1499,Sud_-_Muntenia
25.57,45.23,Talea,Prahova,PH,1064,Sud_-_Muntenia
26.01,45.24,Teisani,Prahova,PH,1909,Sud_-_Muntenia
25.72,45.3,Tesila,Prahova,PH,4356,Sud_-_Muntenia
25.73,45.34,Traisteni,Prahova,PH,2711,Sud_-_Muntenia
25.96,45.18,Varbilau,Prahova,PH,3858,Sud_-_Muntenia
25.93,45.19,Livadea,Prahova,PH,1096,Sud_-_Muntenia
25.99,45.15,Poiana_Varbilau,Prahova,PH,1297,Sud_-_Muntenia
25.65,45.21,Gura_Beliei,Prahova,PH,1019,Sud_-_Muntenia
